InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
536698,22493,PAINT YOUR OWN CANVAS SET,24,12/2/2010 12:28,1.65,15363.0,United Kingdom
536623,22023,EMPIRE BIRTHDAY CARD,12,12/2/2010 10:39,0.42,15601.0,United Kingdom
536633,22918,HERB MARKER PARSLEY,2,12/2/2010 11:20,0.65,14901.0,United Kingdom
536563,21452,TOADSTOOL MONEY BOX,10,12/1/2010 15:08,2.95,17760.0,United Kingdom
536592,22425,ENAMEL COLANDER CREAM,1,12/1/2010 17:06,10.17,,United Kingdom
536572,22696,WICKER WREATH LARGE,6,12/1/2010 15:40,1.95,16539.0,United Kingdom
536610,22632,HAND WARMER RED POLKA DOT,6,12/2/2010 9:42,1.85,17850.0,United Kingdom
536637,22921,HERB MARKER CHIVES ,2,12/2/2010 11:35,0.65,18041.0,United Kingdom
536732,21212,PACK OF 72 RETROSPOT CAKE CASES,24,12/2/2010 12:47,0.55,15544.0,United Kingdom
536638,72741,GRAND CHOCOLATECANDLE,18,12/2/2010 11:41,1.45,16244.0,United Kingdom
536623,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,12,12/2/2010 10:39,1.25,15601.0,United Kingdom
536592,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,1,12/1/2010 17:06,3.36,,United Kingdom
536592,22863,SOAP DISH BROCANTE,1,12/1/2010 17:06,5.91,,United Kingdom
536582,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,24,12/1/2010 16:21,1.25,12947.0,United Kingdom
536740,22969,HOMEMADE JAM SCENTED CANDLES,12,12/2/2010 13:08,1.45,15827.0,United Kingdom
536592,21658,GLASS  BEURRE DISH,1,12/1/2010 17:06,8.47,,United Kingdom
536592,71496A,A4 WALL TIDY BLUE OFFICE,2,12/1/2010 17:06,1.49,,United Kingdom
536592,84971S,SMALL HEART FLOWERS HOOK ,3,12/1/2010 17:06,1.66,,United Kingdom
536735,22659,LUNCH BOX I LOVE LONDON,128,12/2/2010 12:58,1.65,17381.0,United Kingdom
536632,21484,CHICK GREY HOT WATER BOTTLE,4,12/2/2010 11:02,3.45,14388.0,United Kingdom
536637,84692,BOX OF 24 COCKTAIL PARASOLS,1,12/2/2010 11:35,0.42,18041.0,United Kingdom
536620,21060,PARTY INVITES BALLOON GIRL,12,12/2/2010 10:27,0.85,14135.0,United Kingdom
536698,21913,VINTAGE SEASIDE JIGSAW PUZZLES,4,12/2/2010 12:28,3.75,15363.0,United Kingdom
536561,22866,HAND WARMER SCOTTY DOG DESIGN,12,12/1/2010 15:06,2.1,12921.0,United Kingdom
536591,21484,CHICK GREY HOT WATER BOTTLE,2,12/1/2010 16:58,3.45,14606.0,United Kingdom
536587,22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,6,12/1/2010 16:33,2.95,14142.0,United Kingdom
536623,21520,BOOZE & WOMEN GREETING CARD ,12,12/2/2010 10:39,0.42,15601.0,United Kingdom
536578,22834,HAND WARMER BABUSHKA DESIGN,24,12/1/2010 16:15,2.1,17690.0,United Kingdom
536605,22109,FULL ENGLISH BREAKFAST PLATE,8,12/2/2010 8:52,3.75,13715.0,United Kingdom
536673,21791,VINTAGE HEADS AND TAILS CARD GAME ,36,12/2/2010 12:11,1.25,14060.0,United Kingdom
536630,22752,SET 7 BABUSHKA NESTING BOXES,2,12/2/2010 10:56,7.65,17850.0,United Kingdom
536592,22781,GUMBALL MAGAZINE RACK,1,12/1/2010 17:06,15.28,,United Kingdom
536599,22726,ALARM CLOCK BAKELIKE GREEN,12,12/2/2010 7:49,3.75,15694.0,United Kingdom
536592,85150,LADIES & GENTLEMEN METAL SIGN,1,12/1/2010 17:06,5.06,,United Kingdom
536698,21561,DINOSAUR LUNCH BOX WITH CUTLERY,6,12/2/2010 12:28,2.55,15363.0,United Kingdom
536741,22077,6 RIBBONS RUSTIC CHARM,12,12/2/2010 13:11,1.65,13117.0,United Kingdom
536698,22457,NATURAL SLATE HEART CHALKBOARD ,6,12/2/2010 12:28,2.95,15363.0,United Kingdom
536592,48187,DOORMAT NEW ENGLAND,1,12/1/2010 17:06,14.43,,United Kingdom
536739,85159A,"BLACK TEA,COFFEE,SUGAR JARS",2,12/2/2010 13:08,6.35,14180.0,United Kingdom
536600,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,12/2/2010 8:32,3.39,17850.0,United Kingdom
536577,22147,FELTCRAFT BUTTERFLY HEARTS,40,12/1/2010 16:13,1.25,13777.0,United Kingdom
536613,21791,VINTAGE HEADS AND TAILS CARD GAME ,12,12/2/2010 9:44,1.25,17855.0,United Kingdom
536576,85123A,WHITE HANGING HEART T-LIGHT HOLDER,128,12/1/2010 16:11,2.55,13777.0,United Kingdom
536640,85035A,GARDENIA 3 WICK MORRIS BOXED CANDLE,1,12/2/2010 11:45,4.25,,United Kingdom
536623,21670,BLUE SPOT CERAMIC DRAWER KNOB,12,12/2/2010 10:39,1.25,15601.0,United Kingdom
536667,22594,CHRISTMAS GINGHAM TREE,24,12/2/2010 12:09,0.85,15260.0,United Kingdom
536564,37446,MINI CAKE STAND WITH HANGING CAKES,8,12/1/2010 15:08,1.45,13468.0,United Kingdom
536551,84949,SILVER HANGING T-LIGHT HOLDER,6,12/1/2010 14:34,1.65,17346.0,United Kingdom
536738,22840,ROUND CAKE TIN VINTAGE RED,2,12/2/2010 13:06,7.95,15827.0,United Kingdom
536566,21668,RED STRIPE CERAMIC DRAWER KNOB,6,12/1/2010 15:21,1.25,16928.0,United Kingdom
536592,22111,SCOTTIE DOG HOT WATER BOTTLE,3,12/1/2010 17:06,11.02,,United Kingdom
536594,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,12,12/1/2010 17:22,0.95,15235.0,United Kingdom
536571,84360,TABLE LAMP WHITE SHADE WOOD BASE,2,12/1/2010 15:37,5.95,14696.0,United Kingdom
536623,22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,12,12/2/2010 10:39,1.25,15601.0,United Kingdom
536637,22654,DELUXE SEWING KIT ,1,12/2/2010 11:35,5.95,18041.0,United Kingdom
536592,47590A,BLUE HAPPY BIRTHDAY BUNTING,1,12/1/2010 17:06,11.02,,United Kingdom
536592,22190,LOCAL CAFE MUG,3,12/1/2010 17:06,2.51,,United Kingdom
536571,22696,WICKER WREATH LARGE,6,12/1/2010 15:37,1.95,14696.0,United Kingdom
536592,22890,NOVELTY BISCUITS CAKE STAND 3 TIER,1,12/1/2010 17:06,20.38,,United Kingdom
536592,22951,60 CAKE CASES DOLLY GIRL DESIGN,2,12/1/2010 17:06,1.28,,United Kingdom
536681,22867,HAND WARMER BIRD DESIGN,1,12/2/2010 12:22,2.1,17287.0,United Kingdom
536561,22865,HAND WARMER OWL DESIGN,12,12/1/2010 15:06,2.1,12921.0,United Kingdom
536592,37446,MINI CAKE STAND WITH HANGING CAKES,1,12/1/2010 17:06,3.36,,United Kingdom
536690,22752,SET 7 BABUSHKA NESTING BOXES,4,12/2/2010 12:25,7.65,17850.0,United Kingdom
536592,21429,RED GINGHAM ROSE JEWELLERY BOX,3,12/1/2010 17:06,3.36,,United Kingdom
536576,22095,LADS ONLY TISSUE BOX,72,12/1/2010 16:11,1.25,13777.0,United Kingdom
536635,22502,PICNIC BASKET WICKER SMALL,8,12/2/2010 11:22,5.95,15955.0,United Kingdom
536685,22752,SET 7 BABUSHKA NESTING BOXES,4,12/2/2010 12:23,7.65,17850.0,United Kingdom
536607,22386,JUMBO BAG PINK POLKADOT,10,12/2/2010 9:29,1.95,17732.0,United Kingdom
536592,21519,GIN & TONIC DIET GREETING CARD ,1,12/1/2010 17:06,0.85,,United Kingdom
536561,22632,HAND WARMER RED RETROSPOT,12,12/1/2010 15:06,2.1,12921.0,United Kingdom
536667,22423,REGENCY CAKESTAND 3 TIER,4,12/2/2010 12:09,12.75,15260.0,United Kingdom
536592,21213,PACK OF 72 SKULL CAKE CASES,1,12/1/2010 17:06,1.28,,United Kingdom
536569,21808,"CHRISTMAS GARLAND STARS,TREES",1,12/1/2010 15:35,3.75,16274.0,United Kingdom
536592,22423,REGENCY CAKESTAND 3 TIER,47,12/1/2010 17:06,12.72,,United Kingdom
536592,22668,PINK BABY BUNTING,1,12/1/2010 17:06,5.91,,United Kingdom
536643,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,3,12/2/2010 11:57,3.75,14390.0,United Kingdom
536592,85199L,LARGE HANGING IVORY & RED WOOD BIRD,1,12/1/2010 17:06,1.28,,United Kingdom
536590,22112,CHOCOLATE HOT WATER BOTTLE,3,12/1/2010 16:52,4.95,13065.0,United Kingdom
536577,20725,LUNCH BAG RED RETROSPOT,60,12/1/2010 16:13,1.45,13777.0,United Kingdom
536674,21364,PEACE SMALL WOOD LETTERS,1,12/2/2010 12:16,6.75,15923.0,United Kingdom
536573,22791,T-LIGHT GLASS FLUTED ANTIQUE,72,12/1/2010 15:45,1.06,17025.0,United Kingdom
536615,22837,HOT WATER BOTTLE BABUSHKA ,8,12/2/2010 10:09,4.65,14047.0,United Kingdom
536740,21217,RED RETROSPOT ROUND CAKE TINS,1,12/2/2010 13:08,9.95,15827.0,United Kingdom
536553,37461,,3,12/1/2010 14:35,0.0,,United Kingdom
536707,37495,FAIRY CAKE BIRTHDAY CANDLE SET,4,12/2/2010 12:33,3.75,12915.0,United Kingdom
536592,22396,MAGNETS PACK OF 4 RETRO PHOTO,1,12/1/2010 17:06,2.51,,United Kingdom
536592,85227,SET OF 6 3D KIT CARDS FOR KIDS,2,12/1/2010 17:06,1.66,,United Kingdom
536569,22659,LUNCH BOX I LOVE LONDON,1,12/1/2010 15:35,1.95,16274.0,United Kingdom
536591,20768,GREEN FERN JOURNAL ,1,12/1/2010 16:57,2.55,14606.0,United Kingdom
536592,21684,SMALL MEDINA STAMPED METAL BOWL ,1,12/1/2010 17:06,2.51,,United Kingdom
536592,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,1,12/1/2010 17:06,2.51,,United Kingdom
536592,85116,BLACK CANDELABRA T-LIGHT HOLDER,1,12/1/2010 17:06,1.66,,United Kingdom
536592,20972,PINK CREAM FELT CRAFT TRINKET BOX ,1,12/1/2010 17:06,2.51,,United Kingdom
536592,21868,POTTING SHED TEA MUG,2,12/1/2010 17:06,3.36,,United Kingdom
536643,22110,BIRD HOUSE HOT WATER BOTTLE,4,12/2/2010 11:57,2.55,14390.0,United Kingdom
536605,22111,SCOTTIE DOG HOT WATER BOTTLE,3,12/2/2010 8:52,4.95,13715.0,United Kingdom
536676,22797,CHEST OF DRAWERS GINGHAM HEART ,1,12/2/2010 12:18,16.95,16752.0,United Kingdom
536592,22897,OVEN MITT APPLES DESIGN,1,12/1/2010 17:06,2.98,,United Kingdom
536551,22551,PLASTERS IN TIN SPACEBOY,1,12/1/2010 14:34,1.65,17346.0,United Kingdom
536618,22556,PLASTERS IN TIN CIRCUS PARADE ,24,12/2/2010 10:17,1.65,17017.0,United Kingdom
536611,82580,BATHROOM METAL SIGN,12,12/2/2010 9:43,0.55,15752.0,United Kingdom
536592,17012B,ORIGAMI JASMINE INCENSE/CANDLE SET,1,12/1/2010 17:06,2.51,,United Kingdom
536576,15056N,EDWARDIAN PARASOL NATURAL,36,12/1/2010 16:11,4.25,13777.0,United Kingdom
536551,22557,PLASTERS IN TIN VINTAGE PAISLEY ,1,12/1/2010 14:34,1.65,17346.0,United Kingdom
536569,21817,GLITTER CHRISTMAS TREE,1,12/1/2010 15:35,0.85,16274.0,United Kingdom
536623,22432,WATERING CAN PINK BUNNY,6,12/2/2010 10:39,1.95,15601.0,United Kingdom
536592,21352,EUCALYPTUS & PINECONE  WREATH,7,12/1/2010 17:06,5.91,,United Kingdom
536569,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,1,12/1/2010 15:35,2.95,16274.0,United Kingdom
536557,46000S,POLYESTER FILLER PAD 40x40cm,1,12/1/2010 14:41,1.45,17841.0,United Kingdom
536592,21288,STRIPEY CHOCOLATE NESTING BOXES,1,12/1/2010 17:06,5.91,,United Kingdom
536569,22818,CARD CHRISTMAS VILLAGE,12,12/1/2010 15:35,0.42,16274.0,United Kingdom
536592,47563A,RETRO LONGBOARD IRONING BOARD COVER,1,12/1/2010 17:06,5.91,,United Kingdom
536602,21871,SAVE THE PLANET MUG,6,12/2/2010 8:34,1.06,17850.0,United Kingdom
536630,21071,VINTAGE BILLBOARD DRINK ME MUG,6,12/2/2010 10:56,1.06,17850.0,United Kingdom
536707,21843,RED RETROSPOT CAKE STAND,1,12/2/2010 12:33,10.95,12915.0,United Kingdom
536592,22867,HAND WARMER BIRD DESIGN,2,12/1/2010 17:06,4.21,,United Kingdom
536627,22941,CHRISTMAS LIGHTS 10 REINDEER,2,12/2/2010 10:53,8.5,15658.0,United Kingdom
536638,22284,HEN HOUSE DECORATION,12,12/2/2010 11:41,1.65,16244.0,United Kingdom
536742,21833,CAMOUFLAGE LED TORCH,6,12/2/2010 13:14,1.69,16916.0,United Kingdom
536592,22149,FELTCRAFT 6 FLOWER FRIENDS,2,12/1/2010 17:06,4.21,,United Kingdom
536611,22865,HAND WARMER OWL DESIGN,12,12/2/2010 9:43,2.1,15752.0,United Kingdom
536576,21156,RETROSPOT CHILDRENS APRON,12,12/1/2010 16:11,1.65,13777.0,United Kingdom
536592,22308,TEA COSY BLUE STRIPE,1,12/1/2010 17:06,5.06,,United Kingdom
536634,20727,LUNCH BAG  BLACK SKULL.,20,12/2/2010 11:21,1.65,18041.0,United Kingdom
536591,90214V,"LETTER ""V"" BLING KEY RING",1,12/1/2010 16:57,1.25,14606.0,United Kingdom
536592,21803,CHRISTMAS TREE STAR DECORATION,12,12/1/2010 17:06,0.43,,United Kingdom
536742,21472,LADYBIRD + BEE RAFFIA FOOD COVER,1,12/2/2010 13:14,3.75,16916.0,United Kingdom
536592,21942,SKULLS DESIGN FLANNEL,2,12/1/2010 17:06,1.66,,United Kingdom
C536606,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,-2,12/2/2010 9:10,2.95,14092.0,United Kingdom
536592,22785,SQUARECUSHION COVER PINK UNION FLAG,3,12/1/2010 17:06,6.75,,United Kingdom
536569,21823,PAINTED METAL HEART WITH HOLLY BELL,4,12/1/2010 15:35,1.45,16274.0,United Kingdom
536599,21056,DOCTOR'S BAG SOFT TOY,8,12/2/2010 7:49,8.95,15694.0,United Kingdom
536621,22422,TOOTHPASTE TUBE PEN,12,12/2/2010 10:35,0.65,13108.0,United Kingdom
536620,21328,BALLOONS  WRITING SET ,12,12/2/2010 10:27,1.65,14135.0,United Kingdom
536557,84029E,RED WOOLLY HOTTIE WHITE HEART.,1,12/1/2010 14:41,3.75,17841.0,United Kingdom
536552,20950,,1,12/1/2010 14:34,0.0,,United Kingdom
536562,20685,DOORMAT RED RETROSPOT,2,12/1/2010 15:08,7.95,13468.0,United Kingdom
536592,21257,VICTORIAN SEWING BOX MEDIUM,2,12/1/2010 17:06,16.13,,United Kingdom
536592,22754,SMALL RED BABUSHKA NOTEBOOK ,2,12/1/2010 17:06,1.66,,United Kingdom
536632,37370,RETRO COFFEE MUGS ASSORTED,12,12/2/2010 11:02,1.25,14388.0,United Kingdom
536557,85232B,SET OF 3 BABUSHKA STACKING TINS,1,12/1/2010 14:41,4.95,17841.0,United Kingdom
536638,22209,WOOD STAMP SET HAPPY BIRTHDAY,12,12/2/2010 11:41,1.65,16244.0,United Kingdom
536638,84406B,CREAM CUPID HEARTS COAT HANGER,8,12/2/2010 11:41,3.25,16244.0,United Kingdom
536685,84029E,RED WOOLLY HOTTIE WHITE HEART.,8,12/2/2010 12:23,3.39,17850.0,United Kingdom
536685,82482,WOODEN PICTURE FRAME WHITE FINISH,6,12/2/2010 12:23,2.1,17850.0,United Kingdom
536637,22130,PARTY CONE CHRISTMAS DECORATION ,6,12/2/2010 11:35,0.85,18041.0,United Kingdom
536603,22632,HAND WARMER RED POLKA DOT,6,12/2/2010 8:40,1.85,17850.0,United Kingdom
536582,22635,CHILDS BREAKFAST SET DOLLY GIRL ,2,12/1/2010 16:21,9.95,12947.0,United Kingdom
536638,21313,GLASS HEART T-LIGHT HOLDER ,12,12/2/2010 11:41,0.85,16244.0,United Kingdom
536707,22938,CUPCAKE LACE PAPER SET 6,12,12/2/2010 12:33,1.95,12915.0,United Kingdom
536592,90161B,ANT COPPER TURQ BOUDICCA BRACELET,2,12/1/2010 17:06,5.09,,United Kingdom
536592,90177E,DROP DIAMANTE EARRINGS GREEN,1,12/1/2010 17:06,2.96,,United Kingdom
536619,22960,JAM MAKING SET WITH JARS,12,12/2/2010 10:18,3.75,17017.0,United Kingdom
536623,22815,CARD PSYCHEDELIC APPLES,24,12/2/2010 10:39,0.42,15601.0,United Kingdom
536667,22574,HEART WOODEN CHRISTMAS DECORATION,24,12/2/2010 12:09,0.85,15260.0,United Kingdom
536592,22169,FAMILY ALBUM WHITE PICTURE FRAME,1,12/1/2010 17:06,16.98,,United Kingdom
536584,84029E,RED WOOLLY HOTTIE WHITE HEART.,384,12/1/2010 16:22,2.95,13777.0,United Kingdom
536557,22111,SCOTTIE DOG HOT WATER BOTTLE,7,12/1/2010 14:41,4.95,17841.0,United Kingdom
536555,20697,LITTLE GREEN MONSTER SOFT TOY,1,12/1/2010 14:37,2.55,,United Kingdom
536628,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,6,12/2/2010 10:54,1.65,17850.0,United Kingdom
536592,21181,PLEASE ONE PERSON METAL SIGN,2,12/1/2010 17:06,4.21,,United Kingdom
536690,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,6,12/2/2010 12:25,1.65,17850.0,United Kingdom
536557,22568,FELTCRAFT CUSHION OWL,1,12/1/2010 14:41,3.75,17841.0,United Kingdom
536592,22077,6 RIBBONS RUSTIC CHARM,7,12/1/2010 17:06,3.36,,United Kingdom
536575,21107,CREAM SLICE FLANNEL PINK SPOT ,72,12/1/2010 16:01,2.55,13777.0,United Kingdom
536592,22413,METAL SIGN TAKE IT OR LEAVE IT ,1,12/1/2010 17:06,5.91,,United Kingdom
536592,21974,SET OF 36 PAISLEY FLOWER DOILIES,5,12/1/2010 17:06,2.98,,United Kingdom
536551,22480,RED TEA TOWEL CLASSIC DESIGN,2,12/1/2010 14:34,1.25,17346.0,United Kingdom
536592,22741,FUNKY DIVA PEN,3,12/1/2010 17:06,1.66,,United Kingdom
536592,22448,PIN CUSHION BABUSHKA RED,3,12/1/2010 17:06,3.35,,United Kingdom
536578,22729,ALARM CLOCK BAKELIKE ORANGE,4,12/1/2010 16:15,3.75,17690.0,United Kingdom
536557,22471,TV DINNER TRAY AIR HOSTESS ,1,12/1/2010 14:41,4.95,17841.0,United Kingdom
536674,22202,MILK PAN PINK POLKADOT,2,12/2/2010 12:16,3.75,15923.0,United Kingdom
536559,51014L,"FEATHER PEN,LIGHT PINK",12,12/1/2010 14:54,0.85,17873.0,United Kingdom
536582,22530,MAGIC DRAWING SLATE DOLLY GIRL ,24,12/1/2010 16:21,0.42,12947.0,United Kingdom
536596,22802,FAUX FUR CHOCOLATE THROW,1,12/1/2010 17:29,19.95,,United Kingdom
536569,21071,VINTAGE BILLBOARD DRINK ME MUG,1,12/1/2010 15:35,1.25,16274.0,United Kingdom
536569,21809,CHRISTMAS HANGING TREE WITH BELL,1,12/1/2010 15:35,1.25,16274.0,United Kingdom
536674,22367,CHILDRENS APRON SPACEBOY DESIGN,2,12/2/2010 12:16,1.95,15923.0,United Kingdom
536602,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,12/2/2010 8:34,3.39,17850.0,United Kingdom
536592,22697,GREEN REGENCY TEACUP AND SAUCER,3,12/1/2010 17:06,5.91,,United Kingdom
536637,22918,HERB MARKER PARSLEY,2,12/2/2010 11:35,0.65,18041.0,United Kingdom
536637,20878,SET/9 CHRISTMAS T-LIGHTS SCENTED ,1,12/2/2010 11:35,1.25,18041.0,United Kingdom
536639,22865,HAND WARMER OWL DESIGN,12,12/2/2010 11:45,2.1,15111.0,United Kingdom
536592,21165,BEWARE OF THE CAT METAL SIGN ,3,12/1/2010 17:06,4.21,,United Kingdom
536569,22635,CHILDS BREAKFAST SET DOLLY GIRL ,1,12/1/2010 15:35,9.95,16274.0,United Kingdom
536592,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,22,12/1/2010 17:06,5.91,,United Kingdom
536634,82494L,WOODEN FRAME ANTIQUE WHITE ,2,12/2/2010 11:21,2.95,18041.0,United Kingdom
536592,21231,SWEETHEART CERAMIC TRINKET BOX,8,12/1/2010 17:06,2.51,,United Kingdom
536740,22961,JAM MAKING SET PRINTED,12,12/2/2010 13:08,1.45,15827.0,United Kingdom
536592,21846,PINK DIAMANTE PEN IN GIFT BOX,4,12/1/2010 17:06,4.21,,United Kingdom
536621,22492,MINI PAINT SET VINTAGE ,72,12/2/2010 10:35,0.65,13108.0,United Kingdom
536596,21624,VINTAGE UNION JACK DOORSTOP,1,12/1/2010 17:29,5.95,,United Kingdom
536619,22961,JAM MAKING SET PRINTED,36,12/2/2010 10:18,1.45,17017.0,United Kingdom
536557,22786,CUSHION COVER PINK UNION JACK,2,12/1/2010 14:41,5.95,17841.0,United Kingdom
536615,22634,CHILDS BREAKFAST SET SPACEBOY ,2,12/2/2010 10:09,9.95,14047.0,United Kingdom
536557,22794,SWEETHEART WIRE MAGAZINE RACK,1,12/1/2010 14:41,7.95,17841.0,United Kingdom
536592,22174,PHOTO CUBE,5,12/1/2010 17:06,3.36,,United Kingdom
536572,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,24,12/1/2010 15:40,0.85,16539.0,United Kingdom
536599,22727,ALARM CLOCK BAKELIKE RED ,4,12/2/2010 7:49,3.75,15694.0,United Kingdom
536582,22650,CERAMIC PIRATE CHEST MONEY BANK,12,12/1/2010 16:21,1.45,12947.0,United Kingdom
536600,22803,IVORY EMBROIDERED QUILT ,2,12/2/2010 8:32,35.75,17850.0,United Kingdom
536605,21172,PARTY METAL SIGN ,12,12/2/2010 8:52,1.45,13715.0,United Kingdom
536592,22898,CHILDRENS APRON APPLES DESIGN,2,12/1/2010 17:06,4.21,,United Kingdom
536635,85150,LADIES & GENTLEMEN METAL SIGN,12,12/2/2010 11:22,2.55,15955.0,United Kingdom
536559,22876,NUMBER TILE COTTAGE GARDEN 8,1,12/1/2010 14:54,1.95,17873.0,United Kingdom
536557,21041,RED RETROSPOT OVEN GLOVE DOUBLE,1,12/1/2010 14:41,2.95,17841.0,United Kingdom
536561,22318,FIVE HEART HANGING DECORATION,6,12/1/2010 15:06,2.95,12921.0,United Kingdom
536569,22945,CHRISTMAS METAL TAGS ASSORTED ,12,12/1/2010 15:35,0.85,16274.0,United Kingdom
536557,22553,PLASTERS IN TIN SKULLS,1,12/1/2010 14:41,1.65,17841.0,United Kingdom
536592,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,1,12/1/2010 17:06,25.49,,United Kingdom
536557,22686,FRENCH BLUE METAL DOOR SIGN No,1,12/1/2010 14:41,1.25,17841.0,United Kingdom
536667,21738,COSY SLIPPER SHOES SMALL  RED ,6,12/2/2010 12:09,2.95,15260.0,United Kingdom
536637,16046,TEATIME PEN CASE & PENS,1,12/2/2010 11:35,0.85,18041.0,United Kingdom
536567,22632,HAND WARMER RED RETROSPOT,24,12/1/2010 15:27,2.1,16048.0,United Kingdom
536561,22867,HAND WARMER BIRD DESIGN,12,12/1/2010 15:06,2.1,12921.0,United Kingdom
536592,47566B,TEA TIME PARTY BUNTING,1,12/1/2010 17:06,8.47,,United Kingdom
536592,22713,CARD I LOVE LONDON ,4,12/1/2010 17:06,0.85,,United Kingdom
536561,22274,FELTCRAFT DOLL EMILY,6,12/1/2010 15:06,2.95,12921.0,United Kingdom
536557,21259,VICTORIAN SEWING BOX SMALL ,4,12/1/2010 14:41,5.95,17841.0,United Kingdom
536742,22973,CHILDREN'S CIRCUS PARADE MUG,1,12/2/2010 13:14,1.65,16916.0,United Kingdom
536637,22633,HAND WARMER UNION JACK,2,12/2/2010 11:35,2.1,18041.0,United Kingdom
536592,21281,VINTAGE KITCHEN PRINT SEAFOOD,1,12/1/2010 17:06,5.06,,United Kingdom
536639,21888,BINGO SET,4,12/2/2010 11:45,3.75,15111.0,United Kingdom
536592,85017B,ENVELOPE 50 BLOSSOM IMAGES,1,12/1/2010 17:06,0.85,,United Kingdom
536563,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,4,12/1/2010 15:08,2.1,17760.0,United Kingdom
536569,85232B,SET OF 3 BABUSHKA STACKING TINS,1,12/1/2010 15:35,4.95,16274.0,United Kingdom
536591,21643,ASSORTED TUTTI FRUTTI MIRROR,3,12/1/2010 16:57,1.25,14606.0,United Kingdom
536635,21429,RED GINGHAM ROSE JEWELLERY BOX,16,12/2/2010 11:22,1.65,15955.0,United Kingdom
536592,22920,HERB MARKER BASIL,1,12/1/2010 17:06,1.66,,United Kingdom
536611,22866,HAND WARMER SCOTTY DOG DESIGN,12,12/2/2010 9:43,2.1,15752.0,United Kingdom
536557,21098,CHRISTMAS TOILET ROLL,2,12/1/2010 14:41,1.25,17841.0,United Kingdom
536742,10124G,ARMY CAMO BOOKCOVER TAPE,5,12/2/2010 13:14,0.42,16916.0,United Kingdom
536592,22501,PICNIC BASKET WICKER LARGE,2,12/1/2010 17:06,21.23,,United Kingdom
536613,22945,CHRISTMAS METAL TAGS ASSORTED ,12,12/2/2010 9:44,0.85,17855.0,United Kingdom
536558,22802,FAUX FUR CHOCOLATE THROW,5,12/1/2010 14:48,19.95,,United Kingdom
536591,21629,SQUARE FLOOR CUSHION VINTAGE RED,1,12/1/2010 16:57,7.95,14606.0,United Kingdom
536557,22112,CHOCOLATE HOT WATER BOTTLE,2,12/1/2010 14:41,4.95,17841.0,United Kingdom
536681,84406B,CREAM CUPID HEARTS COAT HANGER,1,12/2/2010 12:22,3.25,17287.0,United Kingdom
536612,82494L,WOODEN FRAME ANTIQUE WHITE ,6,12/2/2010 9:44,2.55,17850.0,United Kingdom
536592,72134,COLUMBIAN  CUBE CANDLE ,1,12/1/2010 17:06,1.66,,United Kingdom
536643,22650,CERAMIC PIRATE CHEST MONEY BANK,4,12/2/2010 11:57,1.45,14390.0,United Kingdom
536639,22866,HAND WARMER SCOTTY DOG DESIGN,12,12/2/2010 11:45,2.1,15111.0,United Kingdom
536638,22637,PIGGY BANK RETROSPOT ,6,12/2/2010 11:41,2.55,16244.0,United Kingdom
536592,22586,FELTCRAFT HAIRBAND PINK AND BLUE,1,12/1/2010 17:06,1.66,,United Kingdom
536592,85049G,CHOCOLATE BOX RIBBONS ,1,12/1/2010 17:06,2.51,,United Kingdom
536587,21986,PACK OF 12 PINK POLKADOT TISSUES,24,12/1/2010 16:33,0.29,14142.0,United Kingdom
536569,22946,WOODEN ADVENT CALENDAR CREAM,1,12/1/2010 15:35,16.95,16274.0,United Kingdom
536634,22900, SET 2 TEA TOWELS I LOVE LONDON ,1,12/2/2010 11:21,2.95,18041.0,United Kingdom
536571,35598D,PINK/WHITE CHRISTMAS TREE 60CM,24,12/1/2010 15:37,0.65,14696.0,United Kingdom
536607,22804,CANDLEHOLDER PINK HANGING HEART,6,12/2/2010 9:29,2.95,17732.0,United Kingdom
536560,22846,BREAD BIN DINER STYLE RED ,4,12/1/2010 15:00,14.95,13093.0,United Kingdom
536638,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,6,12/2/2010 11:41,2.95,16244.0,United Kingdom
536592,22195,LARGE HEART MEASURING SPOONS,4,12/1/2010 17:06,3.36,,United Kingdom
536569,22941,CHRISTMAS LIGHTS 10 REINDEER,1,12/1/2010 15:35,8.5,16274.0,United Kingdom
